Trt	NumPop	Type	Demog	Envi	SET	NumInd	DataSetNames	GoodBFfile	numNeut	numSel	xtx.999perc	bf.999perc	rho.999perc	xtx.FPR	bf.FPR	rho.FPR	xtx.TPR	bf.TPR	rho.TPR	cpname	K5.999perc	KTW.999perc	KTW	Lq.K.5.FPR	Lq.K.TW.FPR	L.empQ.K.5.FPR	L.empQ.K.TW.FPR	Lq.K.5.TPR	Lq.K.TW.TPR	L.empQ.K.5.TPR	L.empQ.K.TW.TPR	pca.FPR.K10S	pca.TPR.K10S	pca.commonSelFactor.K10S	pca.NumLocicommonSelFactor.K10S	pca.FPR.K20S	pca.TPR.K20S	pca.commonSelFactor.K20S	pca.NumLocicommonSelFactor.K20S	pca.FPR.K10NS	pca.TPR.K10NS	pca.commonSelFactor.K10NS	pca.NumLocicommonSelFactor.K10NS	Vall.none	Vall.pcadapt	Vall.lfmm	Vall.lfmm.pcadapt	Vall.bf	Vall.bf.pcadapt	Vall.bf.lfmm	Vall.bf.lfmm.pcadapt	Vall.xtx	Vall.xtx.pcadapt	Vall.xtx.lfmm	Vall.xtx.lfmm.pcadapt	Vall.xtx.bf	Vall.xtx.bf.pcadapt	Vall.xtx.bf.lfmm	Vall.xtx.bf.lfmm.pcadapt	Vs.weak.none	Vs.weak.pcadapt	Vs.weak.lfmm	Vs.weak.lfmm.pcadapt	Vs.weak.bf	Vs.weak.bf.pcadapt	Vs.weak.bf.lfmm	Vs.weak.bf.lfmm.pcadapt	Vs.weak.xtx	Vs.weak.xtx.pcadapt	Vs.weak.xtx.lfmm	Vs.weak.xtx.lfmm.pcadapt	Vs.weak.xtx.bf	Vs.weak.xtx.bf.pcadapt	Vs.weak.xtx.bf.lfmm	Vs.weak.xtx.bf.lfmm.pcadapt	Vs.strong.none	Vs.strong.pcadapt	Vs.strong.lfmm	Vs.strong.lfmm.pcadapt	Vs.strong.bf	Vs.strong.bf.pcadapt	Vs.strong.bf.lfmm	Vs.strong.bf.lfmm.pcadapt	Vs.strong.xtx	Vs.strong.xtx.pcadapt	Vs.strong.xtx.lfmm	Vs.strong.xtx.lfmm.pcadapt	Vs.strong.xtx.bf	Vs.strong.xtx.bf.pcadapt	Vs.strong.xtx.bf.lfmm	Vs.strong.xtx.bf.lfmm.pcadapt	NotFound	GEAonly	FSTonly	Both	rda_veganv2.4-3_empQ_TP	rda_veganv2.4-3_empQ_TPR	dbrda_veganv2.4-3_empQ_TP	dbrda_veganv2.4-3_empQ_TPR	rda_veganv2.4-3_empP_001_TPR	rda_veganv2.4-3_empP_005_TPR	rda_veganv2.4-3_empP_01_TPR	rda_veganv2.4-3_empP_1_TPR	dbda_veganv2.4-3_empP_001_TPR	dbrda_veganv2.4-3_empP_005_TPR	dbrda_veganv2.4-3_empP_01_TPR	dbrda_veganv2.4-3_empP_1_TPR	rda_TPR_3SD	rda_FPR_3SD	rda_FDR_3SD	rda_TPR_001_3SD	rda_TPR_005_3SD	rda_TPR_01_3SD	rda_TPR_1_3SD	rda_TPR_25SD	rda_FPR_25SD	rda_FDR_25SD	rda_TPR_001_25SD	rda_TPR_005_25SD	rda_TPR_01_25SD	rda_TPR_1_25SD	dbrda_TPR_3SD	dbrda_FPR_3SD	dbrda_FDR_3SD	dbrda_TPR_001_3SD	dbrda_TPR_005_3SD	dbrda_TPR_01_3SD	dbrda_TPR_1_3SD	dbrda_TPR_25SD	dbrda_FPR_25SD	dbrda_FDR_25SD	dbrda_TPR_001_25SD	dbrda_TPR_005_25SD	dbrda_TPR_01_25SD	dbrda_TPR_1_25SD
T60.6x10s	60	Tran	1R	1351142970_988	5	30	1R_T60.6x10s_1351142970_988_5_NumPops=60_NumInd=30.bayenv	TRUE	9900	98	91.192	-0.21229163	0.21322	0.00010101	0.00010101	0.00010101	0.673469388	0.632653061	0.520408163	../LFMMBayenv2PCAdaptResults/1R_T60.6x10s_1351142970_988_5_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	10.1381	2.14841	37	0.440707071	0	0.00010101	0.00010101	0.887755102	0.56122449	0.744897959	0.663265306	0.00010101	0.316326531	7	64	0.00010101	0.336734694	13	72	0.00010101	0.214285714	1	61	29	0	1	0	0	0	2	0	1	2	3	0	1	0	30	29	21	0	1	0	0	0	2	0	0	0	3	0	0	0	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	29	3	3	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	2R	1351142970_988	6	30	2R_T60.6x10s_1351142970_988_6_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	85.422	0.356675856	0.22615	0.00010101	0.00010101	0.00010101	0.86	0.76	0.44	../LFMMBayenv2PCAdaptResults/2R_T60.6x10s_1351142970_988_6_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	10.496	2.28514	36	0.39040404	0	0.00010101	0.00010101	0.96	0.69	0.89	0.86	0.00010101	0.86	10	90	0.00010101	0.35	15	85	0.00010101	0.8	5	85	9	0	1	0	0	0	1	3	1	1	1	11	0	3	1	68	7	0	1	0	0	0	1	3	0	1	1	9	0	2	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	2	2	87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	IBD	1351142970_988	7	30	IBD_T60.6x10s_1351142970_988_7_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	93.617	1.621249004	0.27076	0.00020202	0.00010101	0.00010101	1	0.08	0.07	../LFMMBayenv2PCAdaptResults/IBD_T60.6x10s_1351142970_988_7_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	10.5305	2.60777	37	0.378989899	0	0.00010101	0.00010101	1	0.13	0.07	0.3	0.00020202	1	5	101	0.00010101	0.81	7	92	0.00020202	0.99	9	101	0	0	0	0	0	0	0	0	0	70	0	22	0	0	0	8	0	0	0	0	0	0	0	0	0	44	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	70	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	IM	1351142970_988	8	30	IM_T60.6x10s_1351142970_988_8_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	93.401	1.172807188	0.27787	0.00010101	0.00010101	0.00010101	0.24	0.69	0.64	../LFMMBayenv2PCAdaptResults/IM_T60.6x10s_1351142970_988_8_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	8.61935	8.61935	5	0.241212121	0.241212121	0.00010101	0.00010101	0.98	0.98	0.67	0.67	0.00010101	0.67	4	93	0.00010101	0.53	12	89	0.00010101	0.6	10	92	27	1	1	2	4	1	1	39	0	0	0	0	0	0	0	24	27	1	1	2	4	1	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	27	6	1	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	1R	1351142986_950	9	30	1R_T60.6x10s_1351142986_950_9_NumPops=60_NumInd=30.bayenv	TRUE	9900	97	90.121	0.241546481	0.22898	0.00010101	0.00010101	0.00010101	0.628865979	0.577319588	0.268041237	../LFMMBayenv2PCAdaptResults/1R_T60.6x10s_1351142986_950_9_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	17.4709	2.33154	39	0.66010101	0	0.00010101	0.00010101	0.835051546	0.536082474	0.659793814	0.711340206	0.00010101	0.649484536	7	71	0.00010101	0.18556701	3	38	0.00010101	0.556701031	2	68	27	1	4	3	0	0	0	1	0	0	0	6	0	0	3	52	16	1	4	3	0	0	0	1	0	0	0	6	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	27	4	1	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	2R	1351142986_950	10	30	2R_T60.6x10s_1351142986_950_10_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	85.86	0.449478399	0.24197	0.00010101	0.00010101	0.00010101	0.89	0.86	0.34	../LFMMBayenv2PCAdaptResults/2R_T60.6x10s_1351142986_950_10_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	15.2963	2.4572	38	0.582323232	0	0.00010101	0.00010101	0.95	0.85	0.87	0.88	0.00010101	0.61	10	89	0.00010101	0.12	16	89	0.00010101	0.72	1	89	11	0	0	0	0	0	0	0	0	0	3	0	1	0	24	61	7	0	0	0	0	0	0	0	0	0	3	0	0	0	19	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	0	89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	IBD	1351142986_950	11	30	IBD_T60.6x10s_1351142986_950_11_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	94.517	1.168055303	0.28311	0.00020202	0.00010101	0.00010101	0.99	0.34	0.07	../LFMMBayenv2PCAdaptResults/IBD_T60.6x10s_1351142986_950_11_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	13.0324	2.68494	37	0.504343434	0	0.00010101	0.00010101	1	0.52	0.1	0.69	0.00020202	0.99	2	99	0.00010101	0.91	18	99	0.00020202	0.98	5	99	1	0	0	0	0	0	0	0	0	25	0	40	0	5	0	29	1	0	0	0	0	0	0	0	0	22	0	17	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	25	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	IM	1351142986_950	12	30	IM_T60.6x10s_1351142986_950_12_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	91.691	1.009535877	0.26862	0.00010101	0.00010101	0.00010101	0.38	0.68	0.54	../LFMMBayenv2PCAdaptResults/IM_T60.6x10s_1351142986_950_12_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	8.28654	8.28654	5	0.242323232	0.242323232	0.00010101	0.00010101	0.98	0.98	0.68	0.68	0.00010101	0.64	1	97	0.00010101	0.5	3	95	0.00010101	0.55	5	96	27	0	5	0	4	1	0	25	0	0	0	0	0	0	0	38	27	0	5	0	4	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	27	9	0	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	1R	1351142954_453	1	30	1R_R60_1351142954_453_1_NumPops=60_NumInd=30.bayenv	TRUE	9900	93	93.493	0.808656521	0.22888	0.00010101	0.00010101	0.00010101	0.623655914	0.752688172	0.043010753	../LFMMBayenv2PCAdaptResults/1R_R60_1351142954_453_1_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	18.024	2.57897	39	0.71010101	0	0.00010101	0.00010101	0.935483871	0.612903226	0.709677419	0.76344086	0.00010101	0.451612903	4	72	0.00010101	0.193548387	14	61	0.00010101	0.516129032	4	70	18	0	5	0	2	0	10	0	0	0	0	0	2	0	14	42	13	0	3	0	2	0	10	0	0	0	0	0	1	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	18	17	0	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	2R	1351142954_453	2	30	2R_R60_1351142954_453_2_NumPops=60_NumInd=30.bayenv	TRUE	9900	99	88.54	0.509726586	0.20115	0.00010101	0.00010101	0.00010101	0.878787879	0.808080808	0	../LFMMBayenv2PCAdaptResults/2R_R60_1351142954_453_2_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	13.3704	2.46305	37	0.557979798	0	0.00010101	0.00010101	0.95959596	0.848484848	0.909090909	0.919191919	0.00010101	0.909090909	8	91	0.00010101	0.262626263	2	89	0.00010101	0.838383838	4	92	6	0	1	1	0	0	0	4	1	0	1	9	0	1	0	75	5	0	1	1	0	0	0	4	0	0	0	8	0	1	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	1	1	91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	IBD	1351142954_453	3	30	IBD_R60_1351142954_453_3_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	95.533	1.028408565	0.23519	0.00020202	0.00010101	0.00010101	0.99	0.34	0	../LFMMBayenv2PCAdaptResults/IBD_R60_1351142954_453_3_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	13.2913	2.59742	35	0.579090909	0	0.00020202	0.00010101	1	0.8	1	0.89	0.00020202	1	3	99	0.00020202	1	2	98	0.00020202	0.99	9	99	0	0	0	1	0	0	0	0	0	10	0	55	0	1	0	33	0	0	0	1	0	0	0	0	0	8	0	29	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	10	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	IM	1351142954_453	4	30	IM_R60_1351142954_453_4_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	92.161	1.252197455	0.2881	0.00010101	0.00010101	0.00010101	0.11	0.41	0.13	../LFMMBayenv2PCAdaptResults/IM_R60_1351142954_453_4_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	8.14364	8.14364	5	0.252424242	0.252424242	0.00010101	0.00010101	0.99	0.99	0.6	0.6	0.00010101	0.46	8	90	0.00010101	0.3	4	81	0.00010101	0.33	7	87	40	0	11	8	0	0	3	27	0	0	0	0	0	0	0	11	39	0	7	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	40	14	0	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	1R	1351142970_988	5	30	1R_R60_1351142970_988_5_NumPops=60_NumInd=30.bayenv	TRUE	9900	97	94.903	0.26883529	0.21301	0.00010101	0.00010101	0.00010101	0.608247423	0.701030928	0.402061856	../LFMMBayenv2PCAdaptResults/1R_R60_1351142970_988_5_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	12.0271	2.45086	38	0.545252525	0	0.00010101	0.00010101	0.87628866	0.525773196	0.721649485	0.701030928	0.00010101	0.453608247	9	57	0.00010101	0	4	57	0.00010101	0.402061856	6	65	24	1	2	0	1	0	9	1	0	1	1	0	1	1	15	40	15	1	1	0	1	0	9	1	0	1	1	0	1	1	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	24	12	2	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	2R	1351142970_988	6	30	2R_R60_1351142970_988_6_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	89.702	0.574690894	0.2112	0.00010101	0.00010101	0.00010101	0.87	0.59	0.51	../LFMMBayenv2PCAdaptResults/2R_R60_1351142970_988_6_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	13.7275	2.34819	37	0.595959596	0	0.00010101	0.00010101	0.96	0.67	0.9	0.89	0.00010101	0.84	1	87	0.00010101	0.33	3	85	0.00010101	0.79	3	91	9	0	1	3	0	0	0	0	1	1	4	22	0	0	1	58	7	0	1	3	0	0	0	0	0	1	3	16	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	1	2	88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	IBD	1351142970_988	7	30	IBD_R60_1351142970_988_7_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	94.236	1.868044592	0.22902	0.00020202	0.00010101	0.00010101	1	0.08	0.07	../LFMMBayenv2PCAdaptResults/IBD_R60_1351142970_988_7_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	11.7849	2.58821	35	0.433535354	0	0.00010101	0.00010101	1	0.13	0.09	0.53	0.00020202	1	1	99	0.00010101	0.97	3	99	0.00020202	1	6	99	0	0	0	0	0	0	0	0	0	47	0	45	0	0	0	8	0	0	0	0	0	0	0	0	0	35	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	47	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	IM	1351142970_988	8	30	IM_R60_1351142970_988_8_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	93.915	1.676556442	0.26911	0.00010101	0.00010101	0.00010101	0.13	0.28	0.31	../LFMMBayenv2PCAdaptResults/IM_R60_1351142970_988_8_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	8.77093	8.77093	5	0.218787879	0.218787879	0.00010101	0.00010101	0.95	0.95	0.46	0.46	0.00010101	0.48	8	88	0.00010101	0.32	13	84	0.00010101	0.47	6	85	49	5	3	15	0	0	0	15	0	0	0	0	0	0	0	13	46	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	49	3	5	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	1R	1351142986_950	9	30	1R_R60_1351142986_950_9_NumPops=60_NumInd=30.bayenv	TRUE	9900	97	93.526	0.464936429	0.21849	0.00010101	0.00010101	0.00010101	0.587628866	0.515463918	0.649484536	../LFMMBayenv2PCAdaptResults/1R_R60_1351142986_950_9_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	13.9853	2.34362	39	0.552323232	0	0.00010101	0.00010101	0.835051546	0.515463918	0.639175258	0.670103093	0.00010101	0.577319588	9	70	0.00010101	0.164948454	2	48	0.00010101	0.556701031	6	64	30	0	2	4	0	0	4	0	0	2	2	7	0	0	3	43	17	0	2	4	0	0	3	0	0	1	2	6	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	30	6	2	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	2R	1351142986_950	10	30	2R_R60_1351142986_950_10_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	86.709	0.191758321	0.21842	0.00010101	0.00010101	0.00010101	0.89	0.86	0.84	../LFMMBayenv2PCAdaptResults/2R_R60_1351142986_950_10_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	12.7082	2.03275	36	0.516969697	0	0.00010101	0.00010101	0.95	0.8	0.89	0.89	0.00010101	0.65	10	90	0.00010101	0.28	6	89	0.00010101	0.81	3	89	11	0	0	0	0	0	0	0	0	0	3	0	0	0	21	65	7	0	0	0	0	0	0	0	0	0	2	0	0	0	15	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	0	89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	IBD	1351142986_950	11	30	IBD_R60_1351142986_950_11_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	96.795	1.116408481	0.24337	0.00020202	0.00010101	0.00010101	0.99	0.26	0.1	../LFMMBayenv2PCAdaptResults/IBD_R60_1351142986_950_11_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	10.891	2.72451	34	0.412222222	0	0.00010101	0.00010101	1	0.64	0.08	0.81	0.00020202	0.99	8	98	0.00020202	0.98	6	99	0.00020202	0.99	6	96	1	0	0	0	0	0	0	0	0	18	0	55	0	0	0	26	1	0	0	0	0	0	0	0	0	16	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	18	81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	IM	1351142986_950	12	30	IM_R60_1351142986_950_12_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	93.033	2.487534294	0.25921	0.00010101	0.00010101	0.00010101	0.11	0.57	0.49	../LFMMBayenv2PCAdaptResults/IM_R60_1351142986_950_12_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	8.18048	8.18048	5	0.222121212	0.222121212	0.00010101	0.00010101	0.94	0.94	0.54	0.54	0.00010101	0.46	6	87	0.00010101	0.36	5	84	0.00010101	0.5	5	85	41	0	2	0	3	2	8	33	0	0	0	0	0	0	0	11	40	0	1	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	41	13	0	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30	30	Pair	1R	1351142954_453	1	60	1R_P30_1351142954_453_1_NumPops=30_NumInd=60.bayenv	TRUE	9900	94	62.87	0.565588108	0.32835	0.00010101	0.00010101	0.00010101	0.670212766	0.638297872	0	../LFMMBayenv2PCAdaptResults/1R_P30_1351142954_453_1_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	16.5978	2.11868	62	0.605353535	0	0.00010101	0.00010101	0.925531915	0.553191489	0.723404255	0.723404255	0.00010101	0.680851064	9	72	0.00010101	0.308510638	2	71	0.00010101	0.521276596	6	71	19	3	2	4	0	0	0	3	0	2	3	1	2	0	4	51	12	2	2	4	0	0	0	3	0	1	3	1	1	0	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	19	2	5	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30	30	Pair	2R	1351142954_453	2	60	2R_P30_1351142954_453_2_NumPops=30_NumInd=60.bayenv	TRUE	9900	100	59.602	0.936719782	0.26856	0.00010101	0.00010101	0.00010101	0.79	0.64	0.03	../LFMMBayenv2PCAdaptResults/2R_P30_1351142954_453_2_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	17.2571	2.2415	53	0.669292929	0	0.00010101	0.00010101	0.95	0.72	0.89	0.91	0.00010101	0.91	6	90	0.00010101	0.08	6	90	0.00010101	0.81	6	91	8	1	0	10	0	0	1	1	0	0	0	17	0	0	0	62	6	0	0	10	0	0	1	0	0	0	0	15	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	1	1	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30	30	Pair	IBD	1351142954_453	3	60	IBD_P30_1351142954_453_3_NumPops=30_NumInd=60.bayenv	TRUE	9900	100	69.823	3.857579733	0.39119	0.00010101	0.00010101	0.00010101	0.96	0.09	0	../LFMMBayenv2PCAdaptResults/IBD_P30_1351142954_453_3_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	14.2671	1.8926	185	0.571818182	0	0.00010101	0.00020202	1	0.75	0.43	0.98	0.00010101	0.96	6	100	0.00010101	0.95	16	99	0.00010101	0.97	1	99	2	0	0	2	0	0	0	0	0	0	2	85	0	0	0	9	2	0	0	2	0	0	0	0	0	0	2	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30	30	Pair	IM	1351142954_453	4	60	IM_P30_1351142954_453_4_NumPops=30_NumInd=60.bayenv	TRUE	9900	100	72.467	2.348304863	0.41146	0.00010101	0.00010101	0.00010101	0.17	0.63	0.24	../LFMMBayenv2PCAdaptResults/IM_P30_1351142954_453_4_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	11.9814	1.44872	180	0.479090909	0	0.00010101	0.00010101	0.99	0.11	0.54	0.62	0.00010101	0.56	2	89	0.00010101	0.27	5	88	0.00010101	0.49	4	88	36	1	0	0	1	0	7	38	0	0	0	0	0	0	0	17	36	1	0	0	1	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	36	8	1	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
